Mã PKKH,Mã khách hàng,Total Days
B2,CUZ01994,0.0
B1,CUZ01995,0.0
A1,CUZ01996,0.0
A1,CUZ01997,0.0
A1,CUZ01998,0.0
C1,CUZ01999,0.0
B1,CUZ02000,0.0
A3,CUZ02001,0.0
A3,CUZ02002,0.0
B2,CUZ02003,0.0
B2,CUZ02004,0.0
C1,CUZ02005,0.0
B1,CUZ02006,0.0
A1,CUZ02007,29.7
B3,CUZ02008,0.0
A3,CUZ02009,0.0
A3,CUZ02010,21.0
A1,CUZ02011,0.0
A1,CUZ02012,0.0
B3,CUZ02013,0.0
A3,CUZ02014,0.0
B2,CUZ02015,0.0
C1,CUZ02016,0.0
A3,CUZ02017,0.0
C2,CUZ02018,0.0
B1,CUZ02019,0.0
A2,CUZ02020,26.0
A3,CUZ02021,0.0
A3,CUZ02022,0.0
B1,CUZ02023,0.0
C2,CUZ02024,0.0
A1,CUZ02025,6.0
A2,CUZ02026,0.0
A2,CUZ02027,0.0
B3,CUZ02028,0.0
B3,CUZ02029,0.0
C1,CUZ02030,101.0
C1,CUZ02031,96.0
B1,CUZ02032,0.0
A3,CUZ02033,0.0
B3,CUZ02034,0.0
C2,CUZ02035,0.0
A1,CUZ02036,0.0
A3,CUZ02037,0.0
A2,CUZ02038,0.0
A3,CUZ02039,0.0
C1,CUZ02040,18.0
B1,CUZ02041,0.0
B2,CUZ02042,0.0
B1,CUZ02043,53.0
A1,CUZ02044,35.2
B1,CUZ02045,0.0
A3,CUZ02046,0.0
B2,CUZ02047,0.0
C1,CUZ02048,0.0
A1,CUZ02049,35.5
B2,CUZ02050,0.0
A2,CUZ02051,0.0
A2,CUZ02052,0.0
B1,CUZ02053,47.0
A3,CUZ02054,0.0
A3,CUZ02055,0.0
B1,CUZ02056,0.0
A1,CUZ02057,0.0
B2,CUZ02058,0.0
B1,CUZ02059,0.0
B1,CUZ02060,54.5
B3,CUZ02061,0.0
B2,CUZ02062,0.0
B1,CUZ02063,0.0
B3,CUZ02064,0.0
C1,CUZ02065,0.0
A2,CUZ02066,0.0
C3,CUZ02067,0.0
C1,CUZ02068,22.0
B2,CUZ02069,0.0
A2,CUZ02070,0.0
A3,CUZ02071,0.0
A3,CUZ02072,0.0
B2,CUZ02073,0.0
C2,CUZ02074,0.0
B1,CUZ02075,0.0
A1,CUZ02076,0.0
C2,CUZ02077,0.0
C1,CUZ02078,0.0
B1,CUZ02079,0.0
A1,CUZ02080,0.0
B1,CUZ02081,0.0
A2,CUZ02082,0.0
B2,CUZ02083,0.0
A2,CUZ02084,0.0
B2,CUZ02085,0.0
C1,CUZ02086,0.0
A2,CUZ02087,0.0
B3,CUZ02088,0.0
A1,CUZ02089,65.0
C2,CUZ02090,0.0
A1,CUZ02091,36.0
A1,CUZ02092,48.0
A1,CUZ02093,0.0
A1,CUZ02094,0.0
A1,CUZ02095,0.0
B2,CUZ02096,0.0
C1,CUZ02097,0.0
B1,CUZ02098,0.0
C1,CUZ02099,0.0
C1,CUZ02100,0.0
A1,CUZ02101,50.0
B3,CUZ02102,0.0
A1,CUZ02103,41.0
B2,CUZ02104,0.0
A1,CUZ02105,38.0
B2,CUZ02106,0.0
A1,CUZ02107,0.0
C1,CUZ02108,0.0
A1,CUZ02109,0.0
A1,CUZ02110,57.5
A2,CUZ02111,0.0
C2,CUZ02112,0.0
B3,CUZ02113,0.0
A1,CUZ02114,0.0
A1,CUZ02115,44.3
A1,CUZ02116,31.2
C2,CUZ02117,0.0
A1,CUZ02118,40.0
A2,CUZ02119,0.0
B1,CUZ02120,142.0
B3,CUZ02121,0.0
B2,CUZ02122,0.0
C2,CUZ02123,0.0
B1,CUZ02124,0.0
B2,CUZ02125,0.0
B2,CUZ02126,0.0
C2,CUZ02127,0.0
A1,CUZ02128,40.3
B1,CUZ02129,0.0
A1,CUZ02130,41.3
B2,CUZ02131,0.0
A3,CUZ02132,0.0
B2,CUZ02133,0.0
B1,CUZ02134,0.0
B3,CUZ02135,65.0
C2,CUZ02136,0.0
B2,CUZ02137,0.0
B3,CUZ02138,43.0
B1,CUZ02139,0.0
A1,CUZ02140,100.0
A2,CUZ02141,0.0
C2,CUZ02142,0.0
B1,CUZ02143,0.0
B1,CUZ02144,0.0
A2,CUZ02145,0.0
A2,CUZ02146,0.0
A2,CUZ02147,0.0
B2,CUZ02148,0.0
B3,CUZ02149,0.0
C2,CUZ02150,0.0
B2,CUZ02151,0.0
A1,CUZ02152,38.0
B2,CUZ02153,0.0
C3,CUZ02154,0.0
A3,CUZ02155,0.0
C1,CUZ02156,0.0
B3,CUZ02157,0.0
C2,CUZ02158,0.0
B2,CUZ02159,0.0
B1,CUZ02160,0.0
A1,CUZ02161,0.0
A2,CUZ02162,0.0
A2,CUZ02163,0.0
B2,CUZ02164,0.0
B2,CUZ02165,0.0
B3,CUZ02166,0.0
C2,CUZ02167,0.0
A1,CUZ02168,0.0
B2,CUZ02169,0.0
A2,CUZ02170,0.0
A3,CUZ02171,0.0
B1,CUZ02172,0.0
A1,CUZ02173,0.0
C2,CUZ02174,0.0
C2,CUZ02175,0.0
C2,CUZ02176,0.0
B2,CUZ02177,0.0
B2,CUZ02178,0.0
B2,CUZ02179,0.0
A1,CUZ02180,0.0
C1,CUZ02181,135.0
C2,CUZ02182,0.0
A1,CUZ02183,0.0
B2,CUZ02184,0.0
A2,CUZ02185,0.0
A1,CUZ02186,31.5
C1,CUZ02187,0.0
A2,CUZ02188,0.0
A1,CUZ02189,105.0
C2,CUZ02190,0.0
B3,CUZ02191,0.0
B2,CUZ02192,0.0
B2,CUZ02193,0.0
A3,CUZ02194,0.0
B1,CUZ02195,0.0
B3,CUZ02196,0.0
A3,CUZ02197,0.0
B2,CUZ02198,0.0
B1,CUZ02199,65.0
B3,CUZ02200,41.0
B3,CUZ02201,39.0
B3,CUZ02202,0.0
C2,CUZ02203,0.0
A1,CUZ02204,35.0
B3,CUZ02205,0.0
A3,CUZ02206,0.0
C1,CUZ02207,0.0
B3,CUZ02208,0.0
B2,CUZ02209,0.0
A1,CUZ02210,0.0
C1,CUZ02211,0.0
B3,CUZ02212,0.0
C1,CUZ02213,0.0
A1,CUZ02214,41.0
C1,CUZ02215,0.0
A1,CUZ02216,32.8
A3,CUZ02217,0.0
A2,CUZ02218,56.0
C2,CUZ02219,0.0
B2,CUZ02220,0.0
A1,CUZ02221,62.5
B2,CUZ02222,0.0
A2,CUZ02223,0.0
A1,CUZ02224,0.0
A2,CUZ02225,0.0
B2,CUZ02226,0.0
C2,CUZ02227,0.0
B1,CUZ02228,0.0
A2,CUZ02229,0.0
B2,CUZ02230,0.0
A3,CUZ02231,0.0
C2,CUZ02232,0.0
B1,CUZ02233,26.0
C2,CUZ02234,0.0
B2,CUZ02235,0.0
B2,CUZ02236,0.0
C1,CUZ02237,0.0
A1,CUZ02238,0.0
A3,CUZ02239,0.0
C1,CUZ02240,0.0
B1,CUZ02241,0.0
B2,CUZ02242,0.0
C1,CUZ02243,0.0
B3,CUZ02244,0.0
B1,CUZ02245,0.0
B2,CUZ02246,0.0
B2,CUZ02247,0.0
B1,CUZ02248,0.0
B2,CUZ02249,0.0
B1,CUZ02250,0.0
B2,CUZ02251,0.0
B1,CUZ02252,0.0
C2,CUZ02253,0.0
A1,CUZ02254,43.0
A1,CUZ02255,33.0
A2,CUZ02256,0.0
A2,CUZ02257,0.0
B2,CUZ02258,0.0
A1,CUZ02259,0.0
B2,CUZ02260,0.0
A2,CUZ02261,0.0
B3,CUZ02262,0.0
B2,CUZ02263,0.0
B2,CUZ02264,0.0
A2,CUZ02265,0.0
B1,CUZ02266,18.0
A3,CUZ02267,0.0
B1,CUZ02268,32.0
B3,CUZ02269,0.0
A1,CUZ02270,0.0
A2,CUZ02271,0.0
C1,CUZ02272,0.0
B1,CUZ02273,0.0
A2,CUZ02274,0.0
A1,CUZ02275,0.0
A2,CUZ02276,0.0
C2,CUZ02277,0.0
B3,CUZ02278,0.0
A1,CUZ02279,0.0
A2,CUZ02280,0.0
A1,CUZ02281,31.0
C2,CUZ02282,0.0
B2,CUZ02283,0.0
A2,CUZ02284,0.0
C2,CUZ02285,55.5
C2,CUZ02286,0.0
B1,CUZ02287,0.0
B3,CUZ02288,0.0
B1,CUZ02289,0.0
A3,CUZ02290,0.0
B2,CUZ02291,0.0
B2,CUZ02292,0.0
A1,CUZ02293,0.0
A2,CUZ02294,0.0
A1,CUZ02295,0.0
B3,CUZ02296,0.0
A2,CUZ02297,0.0
B2,CUZ02298,0.0
C2,CUZ02299,0.0
B2,CUZ02300,0.0
B2,CUZ02301,0.0
C1,CUZ02302,0.0
C1,CUZ02303,0.0
C1,CUZ02304,0.0
B3,CUZ02305,0.0
B1,CUZ02306,0.0
C1,CUZ02307,0.0
B3,CUZ02308,0.0
A2,CUZ02309,0.0
A1,CUZ02310,0.0
B2,CUZ02311,0.0
A3,CUZ02312,0.0
B2,CUZ02313,0.0
C1,CUZ02314,0.0
C2,CUZ02315,0.0
A1,CUZ02316,0.0
A1,CUZ02317,0.0
B3,CUZ02318,0.0
B2,CUZ02319,0.0
B2,CUZ02320,0.0
A1,CUZ02321,36.0
A1,CUZ02322,45.5
B2,CUZ02323,0.0
A3,CUZ02324,0.0
B2,CUZ02325,0.0
A1,CUZ02326,95.0
C2,CUZ02327,0.0
A2,CUZ02328,0.0
A2,CUZ02329,0.0
C1,CUZ02330,0.0
B1,CUZ02331,0.0
A1,CUZ02332,0.0
C2,CUZ02333,79.0
A3,CUZ02334,0.0
A1,CUZ02335,0.0
A3,CUZ02336,0.0
B2,CUZ02337,0.0
B1,CUZ02338,0.0
A1,CUZ02339,0.0
A2,CUZ02340,0.0
A2,CUZ02341,0.0
B3,CUZ02342,0.0
B3,CUZ02343,0.0
B1,CUZ02344,0.0
B2,CUZ02345,0.0
A1,CUZ02346,67.0
B2,CUZ02347,0.0
C1,CUZ02348,0.0
A2,CUZ02349,0.0
B1,CUZ02350,0.0
B1,CUZ02351,49.0
A2,CUZ02352,0.0
B1,CUZ02353,0.0
B3,CUZ02354,0.0
A2,CUZ02355,51.0
A1,CUZ02356,31.7
A2,CUZ02357,0.0
B3,CUZ02358,0.0
A1,CUZ02359,0.0
C1,CUZ02360,0.0
A2,CUZ02361,0.0
A2,CUZ02362,0.0
B2,CUZ02363,0.0
A2,CUZ02364,32.0
A1,CUZ02365,89.0
C2,CUZ02366,0.0
A2,CUZ02367,0.0
B2,CUZ02368,0.0
B3,CUZ02369,0.0
A1,CUZ02370,0.0
B1,CUZ02371,0.0
B1,CUZ02372,0.0
B2,CUZ02373,0.0
B2,CUZ02374,0.0
A2,CUZ02375,0.0
C1,CUZ02376,0.0
C2,CUZ02377,34.5
B2,CUZ02378,0.0
B1,CUZ02379,0.0
A3,CUZ02380,0.0
C1,CUZ02381,0.0
B2,CUZ02382,0.0
A1,CUZ02383,0.0
A1,CUZ02384,0.0
C3,CUZ02385,0.0
A1,CUZ02386,0.0
B2,CUZ02387,0.0
B3,CUZ02388,0.0
C2,CUZ02389,0.0
C1,CUZ02390,0.0
B3,CUZ02391,0.0
C3,CUZ02392,0.0
C2,CUZ02393,0.0
A3,CUZ02394,0.0
A3,CUZ02395,0.0
B1,CUZ02396,0.0
B3,CUZ02397,0.0
A1,CUZ02398,0.0
B1,CUZ02399,0.0
A1,CUZ02400,0.0
C3,CUZ02401,0.0
C1,CUZ02402,0.0
A1,CUZ02403,0.0
C1,CUZ02404,0.0
B1,CUZ02405,75.0
B3,CUZ02406,0.0
A1,CUZ02407,0.0
C2,CUZ02408,0.0
A2,CUZ02409,0.0
B3,CUZ02410,0.0
A1,CUZ02411,72.0
A3,CUZ02412,0.0
A1,CUZ02413,0.0
B2,CUZ02414,0.0
B2,CUZ02415,0.0
B2,CUZ02416,0.0
A3,CUZ02417,0.0
C1,CUZ02418,0.0
A2,CUZ02419,0.0
B1,CUZ02420,0.0
B2,CUZ02421,0.0
B3,CUZ02422,0.0
A2,CUZ02423,0.0
C1,CUZ02424,0.0
A1,CUZ02425,48.5
A1,CUZ02426,74.0
A1,CUZ02427,0.0
A1,CUZ02428,0.0
A2,CUZ02429,70.0
A1,CUZ02430,0.0
A2,CUZ02431,0.0
C1,CUZ02432,0.0
A1,CUZ02433,0.0
A1,CUZ02434,59.0
C1,CUZ02435,0.0
A1,CUZ02436,0.0
B1,CUZ02437,0.0
A1,CUZ02438,37.0
C1,CUZ02439,0.0
B1,CUZ02440,0.0
C1,CUZ02441,0.0
C1,CUZ02442,0.0
C1,CUZ02443,0.0
A2,CUZ02444,0.0
A1,CUZ02445,33.7
C1,CUZ02446,48.0
B3,CUZ02447,0.0
C2,CUZ02448,0.0
A1,CUZ02449,0.0
A1,CUZ02450,47.0
B2,CUZ02451,0.0
B3,CUZ02452,0.0
A2,CUZ02453,0.0
A1,CUZ02454,32.0
B1,CUZ02455,0.0
B2,CUZ02456,0.0
A2,CUZ02457,0.0
A2,CUZ02458,94.0
B3,CUZ02459,0.0
B2,CUZ02460,0.0
B3,CUZ02461,0.0
C2,CUZ02462,79.0
B1,CUZ02463,0.0
A2,CUZ02464,98.0
B2,CUZ02465,0.0
C2,CUZ02466,0.0
A2,CUZ02467,0.0
A3,CUZ02468,0.0
A2,CUZ02469,0.0
C1,CUZ02470,0.0
A2,CUZ02471,102.0
A1,CUZ02472,0.0
B1,CUZ02473,0.0
A2,CUZ02474,98.0
B3,CUZ02475,0.0
B2,CUZ02476,0.0
B3,CUZ02477,0.0
B3,CUZ02478,0.0
A3,CUZ02479,0.0
C1,CUZ02480,0.0
A1,CUZ02481,0.0
B3,CUZ02482,0.0
A3,CUZ02483,0.0
A1,CUZ02484,33.0
C1,CUZ02485,0.0
B1,CUZ02486,0.0
B1,CUZ02487,0.0
A3,CUZ02488,0.0
A2,CUZ02489,0.0
A1,CUZ02490,0.0
A1,CUZ02491,0.0
A1,CUZ02492,0.0
C1,CUZ02493,33.0
B3,CUZ02494,0.0
A2,CUZ02495,0.0
A2,CUZ02496,0.0
A3,CUZ02497,0.0
B1,CUZ02498,0.0
B2,CUZ02499,0.0
A1,CUZ02500,0.0
C2,CUZ02501,0.0
A1,CUZ02502,28.3
C1,CUZ02503,0.0
B2,CUZ02504,0.0
B1,CUZ02505,0.0
A2,CUZ02506,0.0
A2,CUZ02507,0.0
C1,CUZ02508,0.0
A2,CUZ02509,0.0
B2,CUZ02510,0.0
A1,CUZ02511,0.0
B1,CUZ02512,54.0
A1,CUZ02513,0.0
A2,CUZ02514,0.0
C1,CUZ02515,0.0
C2,CUZ02516,47.5
B1,CUZ02517,0.0
A3,CUZ02518,0.0
B1,CUZ02519,0.0
B3,CUZ02520,0.0
A1,CUZ02521,39.0
B2,CUZ02522,0.0
A2,CUZ02523,0.0
B1,CUZ02524,0.0
A3,CUZ02525,48.0
B3,CUZ02526,0.0
C1,CUZ02527,0.0
A1,CUZ02528,0.0
B3,CUZ02529,0.0
A2,CUZ02530,0.0
A1,CUZ02531,33.0
A2,CUZ02532,83.0
A1,CUZ02533,97.0
B2,CUZ02534,0.0
B3,CUZ02535,0.0
A3,CUZ02536,0.0
A2,CUZ02537,0.0
C1,CUZ02538,0.0
A2,CUZ02539,0.0
A3,CUZ02540,0.0
B3,CUZ02541,0.0
C1,CUZ02542,0.0
B1,CUZ02543,0.0
A1,CUZ02544,0.0
A1,CUZ02545,0.0
A1,CUZ02546,34.0
A1,CUZ02547,0.0
A2,CUZ02548,0.0
B3,CUZ02549,0.0
A1,CUZ02550,0.0
A1,CUZ02551,0.0
A2,CUZ02552,75.0
A1,CUZ02553,0.0
A1,CUZ02554,46.0
A2,CUZ02555,0.0
A1,CUZ02556,51.0
A2,CUZ02557,0.0
A1,CUZ02558,72.0
C1,CUZ02559,0.0
A1,CUZ02560,57.0
A1,CUZ02561,32.0
B1,CUZ02562,0.0
B2,CUZ02563,0.0
A3,CUZ02564,26.0
A1,CUZ02565,0.0
B3,CUZ02566,0.0
C1,CUZ02567,0.0
A1,CUZ02568,44.0
B1,CUZ02569,0.0
A2,CUZ02570,0.0
C1,CUZ02571,0.0
A2,CUZ02572,0.0
A2,CUZ02573,106.0
A1,CUZ02574,17.0
A3,CUZ02575,61.0
B3,CUZ02576,0.0
B1,CUZ02577,0.0
C2,CUZ02578,0.0
B1,CUZ02579,0.0
A1,CUZ02580,29.7
C1,CUZ02581,0.0
C1,CUZ02582,55.0
A2,CUZ02583,0.0
A2,CUZ02584,64.0
B2,CUZ02585,0.0
B1,CUZ02586,0.0
B3,CUZ02587,0.0
C1,CUZ02588,0.0
A3,CUZ02589,0.0
A1,CUZ02590,55.0
A3,CUZ02591,0.0
B1,CUZ02592,0.0
C1,CUZ02593,0.0
A3,CUZ02594,0.0
B3,CUZ02595,0.0
A1,CUZ02596,0.0
A1,CUZ02597,31.0
B1,CUZ02598,0.0
C1,CUZ02599,52.0
A1,CUZ02600,22.5
A2,CUZ02601,0.0
A1,CUZ02602,27.3
A1,CUZ02603,38.0
A2,CUZ02604,0.0
B2,CUZ02605,0.0
A2,CUZ02606,0.0
B3,CUZ02607,0.0
A2,CUZ02608,0.0
C3,CUZ02609,0.0
A2,CUZ02610,0.0
A2,CUZ02611,0.0
A3,CUZ02612,0.0
A1,CUZ02613,0.0
A3,CUZ02614,0.0
B2,CUZ02615,0.0
B2,CUZ02616,0.0
B1,CUZ02617,0.0
B3,CUZ02618,0.0
A2,CUZ02619,0.0
B1,CUZ02620,0.0
C1,CUZ02621,0.0
A1,CUZ02622,0.0
B2,CUZ02623,0.0
B3,CUZ02624,0.0
B2,CUZ02625,0.0
C2,CUZ02626,0.0
B1,CUZ02627,0.0
A1,CUZ02628,53.0
A2,CUZ02629,0.0
A3,CUZ02630,19.0
C1,CUZ02631,0.0
C1,CUZ02632,0.0
C2,CUZ02633,21.0
C1,CUZ02634,0.0
A1,CUZ02635,42.5
A1,CUZ02636,0.0
B1,CUZ02637,0.0
A2,CUZ02638,0.0
B2,CUZ02639,21.5
C2,CUZ02640,0.0
A3,CUZ02641,0.0
A2,CUZ02642,0.0
A3,CUZ02643,0.0
A2,CUZ02644,0.0
A2,CUZ02645,0.0
C2,CUZ02646,0.0
B1,CUZ02647,0.0
B2,CUZ02648,0.0
A2,CUZ02649,0.0
B2,CUZ02650,0.0
A2,CUZ02651,16.0
A1,CUZ02652,0.0
A1,CUZ02653,0.0
A2,CUZ02654,0.0
A3,CUZ02655,0.0
B1,CUZ02656,0.0
B3,CUZ02657,0.0
A3,CUZ02658,0.0
A2,CUZ02659,0.0
A3,CUZ02660,0.0
C2,CUZ02661,35.5
A2,CUZ02662,0.0
B1,CUZ02663,0.0
A2,CUZ02664,0.0
B1,CUZ02665,0.0
B2,CUZ02666,0.0
C2,CUZ02667,0.0
A1,CUZ02668,34.5
C1,CUZ02669,0.0
B2,CUZ02670,0.0
B2,CUZ02671,0.0
A2,CUZ02672,78.0
A2,CUZ02673,0.0
A1,CUZ02674,0.0
B3,CUZ02675,0.0
A1,CUZ02676,43.0
A2,CUZ02677,0.0
C1,CUZ02678,0.0
B3,CUZ02679,0.0
C2,CUZ02680,0.0
A3,CUZ02681,0.0
A2,CUZ02682,18.0
B1,CUZ02683,0.0
A3,CUZ02684,0.0
B2,CUZ02685,0.0
A1,CUZ02686,0.0
B1,CUZ02687,0.0
B3,CUZ02688,0.0
A2,CUZ02689,0.0
B3,CUZ02690,0.0
A1,CUZ02691,23.0
B1,CUZ02692,0.0
A1,CUZ02693,0.0
A1,CUZ02694,0.0
A1,CUZ02695,0.0
C1,CUZ02696,0.0
B1,CUZ02697,64.0
B3,CUZ02698,0.0
C1,CUZ02699,0.0
A2,CUZ02700,0.0
C1,CUZ02701,0.0
A1,CUZ02702,75.0
A1,CUZ02703,0.0
B1,CUZ02704,0.0
B2,CUZ02705,0.0
A1,CUZ02706,0.0
A2,CUZ02707,0.0
B1,CUZ02708,0.0
B1,CUZ02709,0.0
A3,CUZ02710,0.0
A1,CUZ02711,0.0
C1,CUZ02712,78.0
A2,CUZ02713,42.0
A1,CUZ02714,0.0
B3,CUZ02715,0.0
B2,CUZ02716,0.0
A1,CUZ02717,54.0
A2,CUZ02718,48.0
A1,CUZ02719,0.0
A2,CUZ02720,0.0
A2,CUZ02721,61.0
A1,CUZ02722,0.0
B2,CUZ02723,0.0
C2,CUZ02724,0.0
C2,CUZ02725,0.0
C1,CUZ02726,0.0
A3,CUZ02727,0.0
A3,CUZ02728,0.0
C1,CUZ02729,0.0
C3,CUZ02730,0.0
B2,CUZ02731,0.0
B3,CUZ02732,0.0
A1,CUZ02733,29.0
A3,CUZ02734,0.0
A3,CUZ02735,0.0
A2,CUZ02736,0.0
B3,CUZ02737,0.0
C1,CUZ02738,0.0
A1,CUZ02739,26.5
C1,CUZ02740,0.0
A1,CUZ02741,22.7
B3,CUZ02742,0.0
A2,CUZ02743,0.0
A2,CUZ02744,0.0
C1,CUZ02745,0.0
B1,CUZ02746,0.0
C2,CUZ02747,0.0
A1,CUZ02748,0.0
B2,CUZ02749,0.0
A3,CUZ02750,42.0
A2,CUZ02751,0.0
B2,CUZ02752,0.0
A3,CUZ02753,0.0
B3,CUZ02754,0.0
A1,CUZ02755,0.0
B1,CUZ02756,0.0
A1,CUZ02757,0.0
C2,CUZ02758,0.0
B3,CUZ02759,0.0
A1,CUZ02760,0.0
A1,CUZ02761,0.0
A3,CUZ02762,0.0
B1,CUZ02763,0.0
C2,CUZ02764,0.0
A3,CUZ02765,0.0
A2,CUZ02766,0.0
B3,CUZ02767,0.0
C2,CUZ02768,0.0
B2,CUZ02769,0.0
A1,CUZ02770,0.0
A3,CUZ02771,0.0
C1,CUZ02772,0.0
A2,CUZ02773,0.0
B2,CUZ02774,0.0
B2,CUZ02775,0.0
B1,CUZ02776,0.0
A1,CUZ02777,0.0
A2,CUZ02778,0.0
B1,CUZ02779,0.0
A1,CUZ02780,52.0
C2,CUZ02781,0.0
C1,CUZ02782,0.0
B1,CUZ02783,0.0
B3,CUZ02784,0.0
A1,CUZ02785,45.0
A2,CUZ02786,0.0
C1,CUZ02787,0.0
C2,CUZ02788,0.0
A3,CUZ02789,0.0
C3,CUZ02790,0.0
A3,CUZ02791,0.0
C1,CUZ02792,0.0
B1,CUZ02793,0.0
B2,CUZ02794,0.0
B3,CUZ02795,0.0
A1,CUZ02796,62.0
B1,CUZ02797,0.0
B1,CUZ02798,0.0
A1,CUZ02799,0.0
A1,CUZ02800,0.0
A3,CUZ02801,0.0
B2,CUZ02802,0.0
A2,CUZ02803,0.0
B1,CUZ02804,0.0
A3,CUZ02805,0.0
A2,CUZ02806,0.0
B2,CUZ02807,0.0
B2,CUZ02808,0.0
A1,CUZ02809,0.0
C1,CUZ02810,0.0
A2,CUZ02811,0.0
C3,CUZ02812,0.0
C2,CUZ02813,0.0
A1,CUZ02814,0.0
B1,CUZ02815,0.0
A1,CUZ02816,0.0
A1,CUZ02817,0.0
C1,CUZ02818,0.0
C2,CUZ02819,0.0
B1,CUZ02820,0.0
A2,CUZ02821,74.0
B2,CUZ02822,0.0
A2,CUZ02823,0.0
A3,CUZ02824,0.0
C2,CUZ02825,39.0
A3,CUZ02826,38.0
C2,CUZ02827,0.0
C1,CUZ02828,0.0
A1,CUZ02829,68.0
A2,CUZ02830,0.0
A2,CUZ02831,0.0
A3,CUZ02832,0.0
C1,CUZ02833,0.0
A3,CUZ02834,0.0
C1,CUZ02835,38.5
A3,CUZ02836,0.0
A2,CUZ02837,0.0
B3,CUZ02838,0.0
B2,CUZ02839,0.0
C1,CUZ02840,0.0
A1,CUZ02841,0.0
B1,CUZ02842,0.0
A3,CUZ02843,0.0
C2,CUZ02844,0.0
A1,CUZ02845,0.0
C3,CUZ02846,0.0
A1,CUZ02847,25.0
B2,CUZ02848,0.0
B1,CUZ02849,0.0
B1,CUZ02850,0.0
C3,CUZ02851,0.0
B1,CUZ02852,0.0
B3,CUZ02853,0.0
A1,CUZ02854,0.0
A2,CUZ02855,0.0
A2,CUZ02856,30.0
C2,CUZ02857,0.0
B3,CUZ02858,0.0
A2,CUZ02859,78.0
A1,CUZ02860,26.0
C1,CUZ02861,37.0
B1,CUZ02862,0.0
A3,CUZ02863,0.0
B3,CUZ02864,0.0
A1,CUZ02865,49.0
A1,CUZ02866,35.0
A3,CUZ02867,0.0
C1,CUZ02868,0.0
B3,CUZ02869,0.0
B2,CUZ02870,0.0
A1,CUZ02871,73.0
A2,CUZ02872,0.0
B2,CUZ02873,0.0
A3,CUZ02874,0.0
C1,CUZ02875,0.0
B3,CUZ02876,0.0
C3,CUZ02877,0.0
A2,CUZ02878,0.0
A3,CUZ02879,0.0
B1,CUZ02880,0.0
A2,CUZ02881,0.0
A2,CUZ02882,0.0
B3,CUZ02883,0.0
C2,CUZ02884,82.0
A3,CUZ02885,0.0
C3,CUZ02886,0.0
C1,CUZ02887,0.0
B3,CUZ02888,0.0
A3,CUZ02889,0.0
A2,CUZ02890,0.0
A1,CUZ02891,0.0
B1,CUZ02892,0.0
B2,CUZ02893,0.0
C2,CUZ02894,44.0
A1,CUZ02895,0.0
A2,CUZ02896,0.0
A3,CUZ02897,0.0
A2,CUZ02898,0.0
B3,CUZ02899,0.0
B3,CUZ02900,0.0
B3,CUZ02901,0.0
A2,CUZ02902,0.0
B3,CUZ02903,0.0
A3,CUZ02904,0.0
A1,CUZ02905,0.0
A1,CUZ02906,0.0
A3,CUZ02907,0.0
A3,CUZ02908,0.0
B1,CUZ02909,0.0
B2,CUZ02910,0.0
B2,CUZ02911,0.0
C2,CUZ02912,0.0
B3,CUZ02913,0.0
A3,CUZ02914,0.0
B2,CUZ02915,0.0
A2,CUZ02916,28.5
B2,CUZ02917,0.0
A1,CUZ02918,0.0
C1,CUZ02919,0.0
A3,CUZ02920,0.0
B1,CUZ02921,0.0
A2,CUZ02922,0.0
C2,CUZ02923,0.0
B2,CUZ02924,0.0
C1,CUZ02925,0.0
B3,CUZ02926,0.0
B2,CUZ02927,0.0
C1,CUZ02928,0.0
A1,CUZ02929,0.0
A3,CUZ02930,0.0
B3,CUZ02931,0.0
B1,CUZ02932,0.0
C1,CUZ02933,0.0
B3,CUZ02934,0.0
A1,CUZ02935,0.0
A1,CUZ02936,0.0
B2,CUZ02937,0.0
A1,CUZ02938,30.0
B2,CUZ02939,0.0
C1,CUZ02940,0.0
B3,CUZ02941,0.0
B2,CUZ02942,0.0
A1,CUZ02943,0.0
A3,CUZ02944,56.0
A3,CUZ02945,19.0
B2,CUZ02946,0.0
C1,CUZ02947,0.0
C2,CUZ02948,0.0
C2,CUZ02949,0.0
B1,CUZ02950,0.0
B1,CUZ02951,0.0
B1,CUZ02952,0.0
B1,CUZ02953,0.0
C1,CUZ02954,0.0
A1,CUZ02955,0.0
A2,CUZ02956,0.0
A2,CUZ02957,0.0
B1,CUZ02958,0.0
B2,CUZ02959,0.0
A3,CUZ02960,0.0
B3,CUZ02961,0.0
B1,CUZ02962,0.0
A2,CUZ02963,0.0
B3,CUZ02964,0.0
B2,CUZ02965,0.0
B1,CUZ02966,0.0
A3,CUZ02967,0.0
A1,CUZ02968,67.0
A2,CUZ02969,58.0
A1,CUZ02970,30.0
B3,CUZ02971,0.0
A1,CUZ02972,0.0
C3,CUZ02973,0.0
B1,CUZ02974,0.0
A2,CUZ02975,0.0
A3,CUZ02976,0.0
A3,CUZ02977,0.0
A2,CUZ02978,0.0
A1,CUZ02979,37.0
C2,CUZ02980,0.0
B3,CUZ02981,0.0
B2,CUZ02982,0.0
B3,CUZ02983,0.0
B1,CUZ02984,0.0
B1,CUZ02985,0.0
A2,CUZ02986,0.0
A1,CUZ02987,0.0
B3,CUZ02988,0.0
A2,CUZ02989,0.0
B2,CUZ02990,0.0
C1,CUZ02991,0.0
